Course,Job_Titles
Prince 2 - Project Management,"IT Manager,  Web Developer,  Systems Manager,  Network Administra?tor,  IT Support,  Project Manager,  Systems Analyst,  IT Trainer,  Project Manager,  Web developer, Web Publisher Designer,  Web Developer Itsupport,  Network Manager Web Applications Developer,  IT Technical Trainer,  Computer Lab Manager IT Lecturer,  Helpdesk Supervisor"
Prince 2 Certification,"IT Project Manager, Senior Developer,  System Developer,  Developer Programmer"
Prince 2 Foundation And Practitioner (Certified) - Project Management,"Software Solutions Developer,  Development Manager,  Development Manager, Senior .NET Solutions Developer Architect,  CIO,  Team Lead Software Development,  Senior Software Solutions Developer,  Senior Software Solutions Developer,  IT Solutions Design Consultant,  Tech Project Manager Team Lead & Senior Developer,  Systems Analyst Developer"
Prince2,IT Project Manager
Prince2 Foundation,"Cobol Programmer,  Product and Process Developer,  Functional Developer,  Cobol Programmer,  Consultant,  Consultant"
PRINCE2 Practitioner,"Project Manager,  Senior Product Manager, Business Analyst & Team Leader,  Systems Analyst Developer,  Systems Analyst Developer"
Prince2 Registered Practitioner,"Solutions Architect,  Enterprise Architect,  Software Development Manager,  Programme Manager,  Integration architect,  Applications Architect,  Technical Lead,  Delivery Lead,  head of development,  CTO"
Principles of Business Analysis,"Process Analyst,  COMPUTER SCIENTIST, Business Analyst,  Junior Business Analyst,  Junior Developer"
Professional Project Management,"Business Analyst,  IT Project Manager,  Database Administrator, Cyber Cardet,  Information Technology Coordinator"
Professional Scrum Master I,"Software Engineer,  Software Architect/Analyst,  Project Manager,  Software Architect/Analyst,  Project Manager, Software Engineer,  Software Engineer,  Software Developer,  Software Engineer,  Software Engineer"
Professional writer,"Copywriter,  Swedish"
Programme In Basics Of Business,"Database Administrator,  ETL Developer,  ETL Developer, Analyst Administrating SQL 2000,  Senior Spesialis System Security,  Analyst Personal Loans,  Personal Loan Selector,  Debt Collector,  Semi Skilled Contract Worker"
Programme in Financial Management,"Software Developer,  Web Developer,  Programmer Analyst,  Office Administrator,  Project Administrator, Project Administrator,  Projects Coordinator,  IT Consultant,  Software Developer,  Software Developer"
Project Management,"Analyst Programmer, Programmer"
Project Management,"Analyst/Programmer,  Clinical Data Manager, Technician Analyst Developer,  Web Site Intranet Developer DBA VB Developme,  SQL Sybase DBA Analyst Programmer,  Analyst Programmer,  Analyst Programmer,  Visual Basic Access Developer,  Visual Basic Developer,  Analyst Programmer"
Project Management,"Database Administrator Admin,  Waiter Barman"
Project Management,"IT Software Support,  Network Support,  Developer,  Network Support, Junior IT Administrator Support Technician,  Intern Developer Evangelist,  IT Programmer,  Junior Lecturer"
Project Management,"Php Developer,  Web developer,  Web Matser,  Database Administrator,  Linux Administrator,  Web Matser,  Database Administrator, Webmaster DBA,  Advanced Network Engineeing,  Network Engineer Open Source Developer,  Network Technician Desktop Support ISP,  Junior Web Developer,  Dilpoma in Programming"
Project Management,"Project Manager,  Project administrator,  Project administrator, IT Lab Operator,  Junior Systems Developer"
Project Management,Stores Supervisor Asset Controller
Project Management,"Technical Manager,  Voice Specialist,  Intermediate Java Developer,  IVR Developer,  Voice,  Telecommunication, Voice Specialist,  System Developer,  Voice Specialist,  Junior Field Engineer"
Project Management,"Technician,  Call Center,  Consultant,  Junior Developer and Technical Support"
Project Management Certificate,Newspaper Editor
Project management Diploma,"Production Manager,  Development Team Lead,  Developer"
Project Management Diploma \u2013 Slp,"System and Database Administrator,  DBA Developer,  Programmer,  Cobol Programmer"
Project Management Profesional,"Project Management,  Project Manager IT,  Program Manager, Developer,  Lecturer,  Lab Technician"
Project Management Professional,"Project Manager, IT Project Manager,  Project Manager,  Project Manager Team Leader Software Developer,  Software Engineer"
Project Management Professional,"Senior Project Manager or Programme Manager, IT Project Manager,  Client Technical Consultant,  IT Project Programme Manager,  IT Programme Manager,  Dept Head and Project Manager,  Senior Project Manager ATM Development,  Project Manager New Product Development,  Project Manager Internet Intranet Services"
Project Management Professional Online Training,Developer
Project Management: Perspective,"Business Analyst,  User Interface Analyst,  Project Manager"
Project Support,"Field worker,  Project Administrator,  Database Administrator,  Receptionist,  PA,  Secretary, PA,  Contracts Administrator,  Project Administrator,  Secretary to Bid Commitee,  Project Administrator,  Receptionist"
Publications And Columns:,"Strategy Manager Digital Media Department and MAN,  Internet and Multimedia Developer,  Computer Assisted Learning Specialist and Lecturer"
Python,"Integration Specialist,  Solutions Architect, Systems Specialist Datapower,  Team Lead IBM Websphere Integration SOA Analyst,  IBM Websphere Developer,  IBM Websphere Analyst,  IT Facilitator,  Technical Specialist,  Systems Support Officer,  Business Analyst / Developer"
Python Developer,"python developer,  developer,  developer, Software Developer,  Python Developer,  Python Developer,  Python Developer,  Intern,  Learner,  Educator,  Student"
Qlikview Designer Course,"Informaton Sytems and I.T,  Qlikview Developer,  Business Analyst"
"Qualification Name: Masters (Business Leadership) Corporate Leadership""","IT Billing Specialist and Internationa Roaming Support Specialist,  Business Analyst,  IT Support Specialist,  IT Manager,  Service Operations Manager,  Solutions Architect,  Senior Operations Manager,  Business Analyst,  IT Support Specialist, IT Billing and International Roaming Specialist,  Billing Administrator and IT Support at Vodacom,  Analyst Progremmer,  IT Consultant and .NET Developer,  IT Consultant,  Network Service Unit Helpdesk Assiatant"
Querying Sql Server 2000 With Transact-Sql,"Web Developer,  Web Developer,  Programmer,  Programmer,  Programmer,  Supergo Agencies,  Supergo Agencies"
Ralph Kimball -  Dimensional Modelling,"Data Warehouse,  Business Intelligence,  BI Architect,  Business Intelligence,  BI Architect"
Registered Person Exam,Trader
Report Building Using Impromt,"Bookkeeper,  Portfolio Administrator"
SAFe 4 Certified Agilist,"Agile Program Manager,  Agile Project Manager,  Agile Coach,  Release Train Engineer, Product Manager,  Accounts and Creditors Clerk"
Sales Techniques And Skills,Programmer Analyst
Sap Abap Certification,"ABAP Developer,  ABAP Developer"
SAP ABAP Certification,SAP ABAP Developer
SAP Abap Certified,Information technology
SAP Abap with Netweaver,SAP ABAP Consultant
Sap Bpc10 Associate,"SAP BPC/CO,  SAP BW,  SAP BI,  SAP BO"
SAP BW 7.0 Certification,"sap bw, Computer Operator"
Sap Certification,"ABAP Developer, ABAP Consultant,  Junior ABAP Programmer"
SAP Certified ABAP Consultant,"SAP ABAP Consultant,  SAP ABAP Developer, ABAP Developer,  ABAP Developer,  ABAP Consultant,  Analyst Programmer"
Sap Certified Portal Development Consultant,"SAP Portal Consultant, Java Developer,  Java Developer,  Java Developer,  SAP Portal Developer,  Java Developer"
SAP Certified Technology Associate - SAP Authorization and,"SAP Authorizations, Intern ? Team Leader: Software development(c#),  Intern Learner"
SAP FI 4.6C Certification,"SAP Functional Analyst, SAP Consultant,  SAP FI/CO Business Analyst,  SAP FI/CO Consultant and Admin Manager,  SAP FI Trainer / SAP Training Developer / Junior Consultant,  Auditor / Articled Clerk"
SAP Security Certified,"sap authorization consultant,  SAP Audit,  SAP GRC,  SAP Consultant, JNR Software Developer"
Sap Workforce Performance Builder Course \u2013 Wpb 9.1,"SAP Consultant,  Test Analyst,  training,  SAP Training Consultant, SAP FI Documentation Developer,  SAP MM & SD Support Consultant,  SAP Support Help Desk SAP Sabc,  SAP Trainee,  Itrax Office Support Standard Bank,  Administrator"
Saqa (Nqf 7),"Python Developer,  Senior Python Developer"
Scrum / Agile Development,"Intermediate C# Developer,  Junior Web Developer,  WPF,  Junior Front-End Developer,  Java / C# Programmer, Software Developer,  C# Software Developer,  SAP ABAP SAP Authorizations"
Seagate Crystal Reports,"Project Manager,  Senior Developer,  Senior Developer, Administrator Programmer"
Senior Cert.,"Merchandising Manager Project Developer R.O.M,  Grocery Buyer Sales Manager"
Senior Certificate,".Net/ASP.Net Developer,  Web Developer,  Web Developer"
Senior Certificate,"Admin,  Procurement,  Sales,  Stores (manager), Creditors Clerk,  Data Capture Clerk"
Senior Certificate,"Administrator,  Admin Manager,  Sales Administrator,  Receptionist,  Creditors Clerk, Sales Administrator,  Outbound Call Centre Agent,  Sales Assistant,  Business Developer"
Senior Certificate,"Customer Service Consultant, Team Leader Call Centre,  Waiter Manager,  Admin Clerk"
Senior Certificate,"Instructional Designer,  eLearning Developer,  eLearning Developer"
Senior Certificate,miner.developer
Senior Certificate,"Oracle Development DBA,  Contract Oracle DBA MS Developer,  Contract SQL Server Developer"
Senior Certificate,"Quality Coach,  Supervisor of Membership Department,  System Co-Ordination Acb Banking,  Personal Assistant to Claims Manager,  Assessor and Client Relations,  Ticket Seller,  Pre Assessor Office Runner,  Assistant Pre Primary School Teacher"
Senior Certificate,"Senior Developer,  SQL Developer,  BI specialist,  SQL Developer, Contract Developer,  Developer"
Senior Certificate,"Sharepoint,  IT specialist,  Sharepoint,  IT specialist,  Sharepoint, Designer,  Logistician,  Volunteer"
Senior Certificate,"Systems Analyst / Business analyst,  Senior SQL Developer, DTP Manager Web Developer IT Support"
Senior Certificate,"Uniform Police Officer,  Senior Manager,  Sales Person,  Draughtsperson Graphic Designer,  Draughtsperson Graphic Designer,  Credit Clerk Teller"
Senior Certificate,"Web Designer / Developer, Web Designer Developer,  Technician Sales,  Technician Sales"
Senior Certificate,"Web Developer,  Systems Administrator,  PHP Developer,  Front-End Developer"
Senior Certificate And Network Diploma,"Field Service Engineer,  Client Services Consultant,  System Administrator,  Systems Analyst,  IT Support Technician,  Application Support, Pedometer Consultant,  System Administrator Associate"
Senior Paralegal,"Accounts Manager, Conveyancing Paralegal"
Sf Agent,"Video editor,  e-learn,  Design"
Share Point 2010 Application Developer,"C#.NET Developer,  Sharepoint Developer"
Software Developer,".NET Developer,  Junior Developer"
Software Development,"C# Developer,  PHP Developer,  Javascript Developer,  Software Developer,  System Analyst and Databse, Intern Software Developer"
Software Development,Developer
Software Development,"Java developer,  SQL Oracle Developer"
Software Development,Student Assistant
