career,course,universities,job_titles,skills
Digital Solution Architect,,,,"Cloud, Python, MySQL"
Digital Solution Development,,,,"Objective, C, Java, Swift"
Digital Solution Integration Development,,,,"Oracle, SQL, PostgreSql"
Digital Solution Tester,,,,"Tester, JavaScript, QA, QC"
Digital Technology Operation,,,,"DevOps, C#, Java"
Digital Technology QC Management,,,,"QA, QC, Management"
Digital Technology QC Specialist,,,,"QA, QC, Tester"
Digital UI/UX Design,,,,"UIUX, Designer"
DotNet Development,,,," ASP .NET MVC,  HTML,  Jquery.  Languages: C,  C++,  C#.NET,  MVC 5.  Database: SQL SERVER 25/28/216.  Reporting Tools.: Kindo UI,  Telerik functions,  Crystal Report.  Platforms: Visual Stadio 21/214.  "
DotNet Development,,,," MVC 3./4./5.,  Unit Testing,  CSS,  JavaScript,  AngularJs  Primary Skill: Entity Framework.  Tools Used: SQL Server 14,  Visual Studio 13. Project Details: 1.Project Name: Transport Management System Role: Dot Net Development Platform Used: MVC,  AngularJs"
DotNet Development,,,," C#,  OOP,  Entity Framework 6. Languages C#.NET JS Library JavaScript,  JQuery,  Angular1.5,  Typescript. Tools Visual Studio 28/21/212/215,  Visual Studio Code (IDE),  .NET Framework 2., Databases SQL Server 25, Source control tools Tortoise SVN,  Git,  "
DotNet Development,,,," Web API,  Angular,  Dot Net Technologies ASP.Net MVC,  ADO.Net,  Entity Framework,  LINQ Web Technologies HTML,  CSS Browser Scripting JavaScript,  Jquery,  Ajax,  JSON Web Browser Internet Explorer 8.,  Mozilla FirefoxFront-end-framework Bootstrap,  Kendo UI Database SQL Server 21MS Excel Tools Visual Studio 21Operating Systems MS Window 2Project Details Projects Worked On: 1. Project Name: Politician Website Role: Trainee Project Description: I developed Politician website. In this website there is Home Page,  Quick Facts,  Category,  Biography,  Gallery,  and ContactUs Page. It is a totally dynamic website. Environment: Operating System: Windows MS Excel Tools: Visual Studio 21Database Server: SQL Server 21Technology: .NET Framework 4.5,  ASP.Net MVCPresentation Layer: HTML,  CSS,  Jquery,  Bootstrap Role and Responsibilities:  Understanding requirements,  Coding and unit testing.,  ASP.Net MVCPresentation Layer: HTML,  CSS,  JavaScript,  Jquery"
DotNet Development,,,," Smart Contracts,  Solidity skills Golang,  JQuery,  HTML5,  CSS3,  Bootstrap. â Database: SQL Server 21â IDE: Visual Studio 215,  Visual Studio Code â Office Packages: MS-Office (Access,  Word,  MS Excel  "
Ecommerce Product Owner/Management,,,,"Product, Management, Agile, Project, Management"
Electrical Engineeringinging,,,," team spirit,  Flexibility,  ATEX,  NFPA,  IEC,  NEC"
Embedded Development (C/C++),,,,"Embedded, C++, C"
"Embedded Engineering (C/C, Linux) ",,,,"C, Linux, Embedded"
Embedded Linux Engineering ,,,,"Embedded, Linux, C"
"Embedded Linux Engineering (IoT, C/C++)",,,,"Embedded, Linux, C"
Embedded Software ,,,,"Embedded, C++, C"
Embedded Software Dev (Joining ),,,,"Embedded, C++, C"
"Embedded Software Development (C, Linux)",,,,"Embedded, Linux, C"
Embedded software Engineering,,,,"C, C++, Embedded"
Embedded Software Tester (Joining ),,,,"Tester, C, Embedded"
Embedded SW Project Lead (Automotive),,,,"Team, Leader, C, Embedded"
Embedded System Engineering (C++),,,,"C++, C, Embedded"
End user technology lead (Team Leader),,,,"IT, Support, Team, Leader, Networking"
Engineering/Senior/ Staff Verification (IC),,,,"Linux, System, Engineering, C"
Engineeringing Management,,,,"Java, JavaScript, Management"
Engineeringing Management,,,,"Software, Architect, Management"
Engineeringing Management  ,,,,"Project, Management, Agile, English"
Engineeringing Management (Agile/Backend),,,,"Management, Agile, Project, Management"
Engineeringing Management (Project Management),,,,"Project, Management, Management, Scrum"
ERP Business Data Analyst ,,,,"ERP, IT, Support"
ERP Development (.NET/C#/ASP.NET/SQL),,,,"ERP, C#, .NET"
"ERP Development (Python, JavaScript)",,,,"Python, JavaScript, ERP"
ETL Development,,,," usage of multiple transformations. Integration of various data source like SQL Server tables,  Flat Files,  etc. into target data warehouse.  SQL/PLSQL working knowledge on Microsoft SQL server 21.  Unix Work Description: shell scripting,  error debugging.  Job scheduling using Autosys,  Incident management and Change Requests through Service Now,  JIRA,  Agile Central  Basic knowledge of Intellimatch (Reconciliation tool)  "
ETL Development,,,," Advertising,  Insurance. Programming Skills: SQL,  PLSQL BI Tools: Informatica 9.OS: Windows,  Unix Professional MS Excel Trainings  Concepts in Data Warehousing,  Business Intelligence,  ETL.  BI Tools -Informatica 9X  "
ETL Development,,,," HTML,  CSS"
FE Mobile Development (Open all levels) ,,,,"ReactJS, JavaScript"
Flutter + iOS Engineering,,,,"Flutter, English, iOS"
"Flutter Development (Android, IOS)",,,,"Flutter, Android, iOS"
Flutter Development (UI  UX),,,,"Flutter, UIUX"
Flutter/Dart/React Native ,,,,"React, Native, Android, iOS"
"Fr/Jr NodeJS Dev (TypeScript, ReactJS)",,,,"NodeJS, JavaScript, ReactJS"
Fr/Jr PHP Development (Drupal Prefer),,,,"PHP, JavaScript, Drupal"
Freelance Back End Development,,,,"PHP, OOP, Wordpress"
Freelance Front End Development ,,,,"CSS, HTML5, Magento"
Fresh/ Junior NodeJS Development (Angular),,,,"NodeJS, AngularJS, Angular"
"Front End Dev (ReactJS, Javascript)",,,,"ReactJS, JavaScript, NodeJS"
Front End Development  All Levels,,,,"HTML5, CSS, JavaScript"
"Front End Development (Asp.Net, Java)",,,,"Java, CSS, ASP.NET"
Front End Development (NodeJs),,,,"NodeJS, Sharepoint"
"Frontend (Angular, TypeScript, HTML5)",,,,"Angular, HTML5, Agile"
"Frontend (JavaScript, ReactJS, NodeJS)",,,,"JavaScript, NodeJS, ReactJS"
Frontend (JavaScript/ReactJS/React) ,,,,"ReactJS, JavaScript, VueJS"
"Frontend (ReactJS, React Native, VueJS)",,,,"ReactJS, React, Native, VueJS"
Frontend (ReactJS/ VueJS/ Angular) ,,,,"ReactJS, Angular, VueJS"
"Frontend (Wordpress, HTML5, CSS) ~1",,,,"Wordpress, HTML5, CSS"
Frontend Angular Engineering Sign on ,,,,"JavaScript, English, Angular"
"Frontend Dev (Angular, ReactJS, VueJS)",,,,"Angular, ReactJS, VueJS"
Frontend Dev (Angular/ReactJS/VueJS),,,,"Angular, ReactJS, VueJS"
"Frontend Dev (HTML5, CSS, Wordpress)",,,,"HTML5, CSS, Wordpress"
"Frontend Dev (JavaScipt, ReactJS) ",,,,"JavaScript, HTML5, ReactJS"
"Frontend Dev (JavaScrip, HTML5, CSS)",,,,"JavaScript, HTML5, CSS"
"Frontend Dev (JavaScript, HTML5, CSS)",,,,"JavaScript, HTML5, CSS"
"Frontend Dev (JavaScript, HTML5, CSS)",,,,"JavaScript, HTML5, CSS"
"Frontend Dev (JavaScript, HTML5, CSS)",,,,"JavaScript, HTML5, CSS"
"Frontend Dev (JavaScript, HTML5, CSS)",,,,"JavaScript, HTML5, CSS"
"Frontend Dev (JavaScript, HTML5, CSS)",,,,"JavaScript, HTML5, CSS"
"Frontend Dev (JavaScript, HTML5, CSS)",,,,"JavaScript, HTML5, CSS"
"Frontend Dev (JavaScript, HTML5, CSS)",,,,"JavaScript, HTML5, CSS"
"Frontend Dev (JavaScript, HTML5, CSS)",,,,"JavaScript, HTML5, CSS"
"Frontend Dev (JavaScript, HTML5, CSS)",,,,"JavaScript, HTML5, CSS"
"Frontend Dev (JavaScript, ReactJS)",,,,"JavaScript, NodeJS, ReactJS"
"Frontend Dev (JavaScript, ReactJS, CSS)",,,,"ReactJS, CSS, JavaScript"
"Frontend Dev (JavaScript, ReactJS, CSS)",,,,"JavaScript, CSS, ReactJS"
FrontEnd Dev (JavaScript/VueJS/ReactJS),,,,"JavaScript, ReactJS, VueJS"
Frontend Dev (React/Nodejs ),,,,"ReactJS, NodeJS, PHP"
FrontEnd Dev (ReactJS)  Signon ,,,,"ReactJS, JavaScript, Angular"
"Frontend Dev (ReactJS, React Native)",,,,"JavaScript, ReactJS, React, Native"
"Frontend Dev (ReactJS, Web3, CSS)",,,,"UIUX, CSS, ReactJS"
Frontend Dev (ReactJS/Javascript/HTML5),,,,"ReactJS, HTML5, JavaScript"
Frontend Dev (ReactJS/NodeJS/CSS),,,,"NodeJS, CSS, ReactJS"
Frontend Dev (ReactJS/UIUX),,,,"ReactJS, UIUX, JavaScript"
"Frontend Dev (VueJS, CSS, TypeScript)",,,,"VueJS, CSS, NodeJS"
"Frontend Dev (VueJS, HTML5, Javascript)",,,,"VueJS, HTML5, JavaScript"
Frontend Dev Angular/ReactJS/JavaScript,,,,"ReactJS, JavaScript, Angular"
Frontend Dev VueJS/ReactJS/JavaScript,,,,"VueJS, JavaScript, ReactJS"
"Frontend Dev(HTML5/CSS, JavaScript) ",,,,"HTML5, CSS"
Frontend Development,,,,"VueJS, JavaScript, ReactJS"
Frontend Development   (ReactJS),,,,"ReactJS, AWS"
"Frontend Development (Angular, CSS, HTML)",,,,"Angular, HTML5, CSS"
FrontEnd Development (Angular/JavaScript),,,,"JavaScript, AngularJS"
Frontend Development (Angular/ReactJS),,,,"AngularJS, ReactJS, Angular"
Frontend Development (Full lương tháng 13),,,,"ReactJS, Angular, VueJS"
Frontend Development (JavaScript),,,,"JavaScript, HTML5, CSS"
Frontend Development (JavaScript),,,,"JavaScript, HTML5, CSS"
Frontend Development (JavaScript/HTML/CSS),,,,"JavaScript, HTML5, CSS"
Frontend Development (JavaScript/ReactJS),,,,"JavaScript, NodeJS, ReactJS"
Frontend Development (JQuery/ ReactJS),,,,"ReactJS, JavaScript, JQuery"
FrontEnd Development (ReactJS),,,,"JavaScript, ReactJS"
Frontend Development (ReactJS),,,,"ReactJS, HTML5, JavaScript"
Frontend Development (ReactJS),,,,"ReactJS, JavaScript, English"
"Frontend Development (ReactJS, JavaScript)",,,,"JavaScript, HTML5, ReactJS"
"Frontend Development (ReactJS, Javascript)",,,,"ReactJS, JavaScript, Java"
"Frontend Development (ReactJS, TypeScript)",,,,"ReactJS, HTML5, JavaScript"
"Frontend Development (ReactJS, VueJS)",,,,"JavaScript, ReactJS, VueJS"
FRONTEND Development (ReactJS/NodeJS),,,,"ReactJS, HTML5, NodeJS"
Frontend Development (ReactJS/VueJS),,,,"HTML5, CSS, ReactJS"
FrontEnd Development (VueJS),,,,"VueJS, HTML5, JavaScript"
Frontend Development (VueJS),,,,"VueJS, JavaScript"
Frontend Development (VueJS/Flutter),,,,"VueJS, NodeJS, Flutter"
Frontend Development (VueJS/HTML5/CSS),,,,"VueJS, HTML5, CSS"
"Frontend Development(JavaScript,HTML5,CSS)",,,,"JavaScript, HTML5, CSS"
"Frontend Devs (AngularJS, ReactJS)",,,,"AngularJS, JavaScript, ReactJS"
Frontend Engineering (JavaScript/HTML5/CSS),,,,"JavaScript, HTML5, CSS"
Frontend Engineering (Signon ),,,,"ReactJS, JavaScript"
Frontend Engineering (VueJS / ReactJS),,,,"JavaScript, ReactJS, VueJS"
Frontend Engineerings (ReactJS/VueJS),,,,"ReactJS, JavaScript, VueJS"
"Frontend Lead (ReactJS, CSS, Redux)",,,,"Team, Leader, CSS, ReactJS"
"Frontend Lead (ReactJS, JavaScript)",,,,"ReactJS, Team, Leader, JavaScript"
"Frontend React Native Dev (JS, HTML5)",,,,"React, Native, HTML5, JavaScript"
Frontend ReactJS (JavaScript/ NodeJS),,,,"ReactJS, JavaScript, NodeJS"
Frontend Reactjs Dev ,,,,"ReactJS, JavaScript, Blockchain"
Frontend ReactJS Dev (ReactJS/HTML5/CSS),,,,"ReactJS, HTML5, CSS"
Frontend ReactJS Engineering (Mid/Sr./Lead),,,,"ReactJS, JavaScript, English"
Frontend Team Leader (ReactJS/CSS),,,,"Team, Leader, CSS, ReactJS"
Frontend Tech lead ,,,,"JavaScript, HTML5, CSS"
Frontend Web ( JavaScript/ HTML5/ CSS ),,,,"JavaScript, HTML5, CSS"
"Frontend Web Dev (JavaScript/PHP,MySQL)",,,,"JavaScript, MySQL, PHP"
"Frontend Web Development (JavaScript, PHP)",,,,"JavaScript, HTML5, PHP"
Frontend/TypeScript Developments;Tech Lead,,,,"HTML5, CSS, ReactJS"
"Full Stack Development (NodeJS, ReactJS)",,,,"NodeJS, JavaScript, ReactJS"
Full Stack Engineering NodeJS,,,,"NodeJS, Java"
Full Stack NodeJS/ReactJS Engineering,,,,"NodeJS, ReactJS, React, Native"
"Full Stack Web Dev (Laravel, NodeJS,PHP)",,,,"NodeJS, PHP, Laravel"
Fullstack (Java/Angular),,,,"Java, SQL, Angular"
Fullstack C# .NET (month signon ),,,,".NET, C#, Database"
"Fullstack Dev (DevOps, AWS, .NET) ",,,,"DevOps, .NET, AWS"
Fullstack Dev (Golang & Reactjs) ,,,,"Golang, Python, ReactJS"
"Fullstack Dev (Java, JavaScript)",,,,"Java, JavaScript, ReactJS"
"Fullstack Dev (Java/NodeJS, JavaScript)",,,,"Java, JavaScript, NodeJS"
"Fullstack Dev (JavaScript, NodeJS/Agile)",,,,"JavaScript, Agile, NodeJS"
"FullStack Dev (JavaScript, TypeScript)",,,,"JavaScript, NodeJS, ReactJS"
"FullStack Dev (NodeJS, Angular, ReactJS)",,,,"NodeJS, ReactJS, Angular"
Fullstack Dev (PHP/Python/Flutter),,,,"Python, Flutter"
Fullstack Dev (Python/Java/Ruby up 4k ),,,,"Python, Java, ReactJS"
"Fullstack Dev (ReactJs,NodeJs)  Kobiton",,,,"ReactJS, NodeJS"
Fullstack Development  ,,,,"Python, ReactJS, Golang"
"Fullstack Development (.NET, C#, Angular)",,,,".NET, C#, Angular"
Fullstack Development (Java),,,,"Java, ReactJS, Angular"
"Fullstack Development (Java, .NET, SQL)",,,,"Java, SQL, .NET"
"Fullstack Development (Java, PHP, Python)",,,,"Java, Python, PHP"
"Fullstack Development (JAVA,.NET, PL/SQL)",,,,"Java, MySQL, .NET"
"Fullstack Development (Java,C#)",,,,"C#, Java"
Fullstack Development (Java/Python)  5M,,,,"Java, Python, DevOps"
"Fullstack Development (JavaScript, NodeJS)",,,,"NodeJS, JavaScript, ReactJS"
Fullstack Development (JavaScript/NodeJS),,,,"JavaScript, MySQL, NodeJS"
"Fullstack Development (NodeJS, ReactJS)",,,,"NodeJS, JavaScript, ReactJS"
"Fullstack Development (NodeJS, ReactJS)",,,,"NodeJS, MySQL, ReactJS"
"Fullstack Development (PHP, Python, Java)",,,,"Java, Python, PHP"
FullStack Development (PHP/Python/MySQL),,,,"PHP, Python, MySQL"
FullStack Development (Python),,,,"Python, PostgreSql, ReactJS"
"Fullstack Development (ReactJS, NodeJS)",,,,"ReactJS, NodeJS, English"
Fullstack Development(Interns/Fulltime/RM),,,,"CSS, MySQL, Laravel"
FullStack Developments,,,,"Angular, NodeJS, ReactJS"
"Fullstack Devs (JavaScript, ReactJS)",,,,"JavaScript, MySQL, ReactJS"
"Fullstack Devs (ReactJS, Angular)",,,,"ReactJS, React, Native, Angular"
"Fullstack Engineering (Golang, Python, SQL)",,,,"Golang, Python"
FullStack Engineering (JavaScript /NodeJS),,,,"JavaScript, NodeJS, ReactJS"
Fullstack Engineering (Node/ReactJS/Java),,,,"Java, CSS, ReactJS"
"Fullstack Engineering (PHP, NodeJS)",,,,"PHP, MySQL, NodeJS"
"Fullstack Engineering (PHP/Python, Laravel)",,,,"PHP, Python, Laravel"
"Fullstack Engineering (Ruby, NodeJS, Java)",,,,"Ruby, NodeJS, Java"
Fullstack Java Development   ,,,,"Java, Spring, Angular"
Fullstack JavaScript (NodeJS/ReactJS),,,,"JavaScript, NodeJS, ReactJS"
"Fullstack Mobile (Mobile,NodeJs) Kobiton",,,,"NodeJS, React, Native"
Fullstack PHP/ Ruby/ Python ,,,,"PHP, Python, Ruby, on, Rails"
"Fullstack Ruby Development (Ruby,ReactJS)",,,,"Ruby, Ruby, on, Rails, ReactJS"
Fullstack Software Engineering (Java /.NET),,,,"Java, MySQL, C#"
Fullstack Web  Signing ,,,,"NodeJS, JavaScript, PHP"
Fullstack Web Dev (Java / .Net/ Nodej ),,,,"Java, NodeJS, .NET"
Functional QA Tester,,,,"Tester, English"
Game Designer ,,,,"Games, Project, Management, Designer"
"Game Developments (Unity or UE4, C++)",,,,"Games, Unity, C++"
Game Server Development (NodeJS),,,,"NodeJS, MySQL, Games"
Games Cocos Dev (Unity/JavaScript),,,,"Games, Unity, Cocos"
Games Designer (UIUX),,,,"Designer, UIUX, Games"
GẤP  Project Management,,,,"Project, Management, Team, Leader, Management"
GẤP  Business Data Analyst (QA QC),,,,"Business, Data Analyst, QA, QC"
Golang Backend Development ,,,,"Golang, Python, Java"
Golang Backend Engineering  Up To ,,,,"Golang, Team, Leader, Django"
"Golang Development (OOP, SQL, Python)",,,,"Golang, Python, MySQL"
Golang/Python Backend (Blockchain),,,,"Golang, Python, Blockchain"
Google Cloud Solution Architect Engineering,,,,"Cloud, Software, Architect, AWS"
Graphic Designer,,,,"Designer, English"
Graphic Designer (UIUX),,,,"Designer, UIUX"
"Graphics Engineering (Linux, C++)",,,,"C++, Linux"
Hadoop,,,," Map Reduce,  HDFS,  Hive,  Sqoop"
Hadoop,,,," Windows 27/ Other tools:- Tableau,  SVN,  Beyond Compare. "
Hadoop,,,," MapReduce,  Hive,  Pig,  Sqoop,  HBase Oozie,  Spark,  Pyspark,  HUE and having knowledge on cassandra  Programming Languages: Python,  Core Java and have an idea on Scala  Databases: Oracle 1g,  MySQL,  Sqlserver NoSQL - HBase,  Cassandra  Tools: Eclipse,  Toad,  FTP,  Tectia,  Putty,  Autosys,  Anaconda,  Jupyter notebool and Devops - RTC,  RLM.  Scripting Languages: JSP  Platforms: Windows,  Unix "
Hadoop,,,," Python,  shell scripting,  SQL Technologies Hive,  Pig,  Sqoop,  Flume,  Oozie,  Impala,  hdfs Tools Dataiku,  Unravel,  Cloudera,  Putty,  HUE,  Cloudera Management,  Eclipse"
Hadoop,,,," C++,  Java,  .Net.,  J2EE,  HTML5,  CSS,  MapReduce Scripting Languages: Javascript,  Python Databases: Oracle (PL-SQL),  MY-SQL,  IBM DBTools:IBM Rational Rose,  R,  Weka Operating Systems: Windows XP,  Vista,  UNIX,  Windows 7,  Red Hat "
Hadoop,,,," HDFS,  HBase,  Map Reduce,  Sqoop,  Hive,  Pig,  Spark-Core,  Flume. Other Language: Scala,  Core-Java,  SQL,  PLSQL,  Sell Scripting ETL Tools: Informatica Power Center8.x/9.6,  Talend 5.Tools: Eclipse,  Intellij Idea. Platforms: Windows Family,  Linux /UNIX,  Cloudera. Databases: MySQL,  Oracle.1/11g "
Health and fitness,,,," Swedish,  Thai body,  Foot Reflexology,  Aromatherapy,  (Months) "
Health and fitness,,,," Excel, PowerPoint"
HHS Software Engineering,,,,"Linux, C++, Embedded"
HO  Digital Business Data Analyst,,,,"UIUX, Business, Data Analyst"
﻿Senior Java/Golang Developments,,,,"Java, Golang"
Implementation consultant for APM,,,,"System, Admin, Linux, English"
Implementation consultant for APM (ELK),,,,"System, Admin, Linux, English"
Information Security Engineering (System),,,,"System, Engineering, System, Admin, Networking"
"Infra Engineering (Network, AWS, CI/CD)",,,,"AWS, System, Admin, DevOps"
"Infrastructure Engineering (Azure, Cloud)",,,,"Cloud, SQL, English"
Infrastructure/DevOps Specialist,,,,"DevOps, System, Engineering, English"
Integration Development,,,,"DevOps, Agile, English"
iOS Dev (Native IOS),,,,"iOS, JSON"
"iOS Dev (Swift, Mobile Apps) ~15",,,,"iOS, JSON, Swift"
"iOS Dev (Swift, Objective C) Up to ",,,,"iOS, Objective, C, Swift"
iOS Development,,,,"iOS, Flutter"
IOS Development (Junior/Middle) ,,,,"iOS, Objective, C, Swift"
iOS Development (Objective C or Swift),,,,"iOS, Objective, C, Swift"
"iOS Development (Objective C, Swift)",,,,"iOS, Objective, C, Swift"
iOS Development (Objective C/Swift) ,,,,"iOS, Objective, C, Swift"
"iOS Development (Swift, JavaScript)",,,,"iOS, JavaScript, Swift"
"iOS Developments (Objective C, Swift)",,,,"iOS, Objective, C, Swift"
"iOS Devs (Swift, Objective C)",,,,"iOS, Objective, C, Swift"
iOS Mobile Apps Development (Swift),,,,"iOS, Objective, C, Swift"
iOS/Android Dev ,,,,"iOS, Java, Android"
"IoT Engineering (C++, Embedded)  ",,,,"C, C++, Embedded"
IoT Gateway Software Dev(Java/JS/Python),,,,"Java, Python, JavaScript"
IT  Back End Development (Java/ .Net/ Go),,,,"Java, .NET, Golang"
