Course,Skills
Matric,"Microsoft Windows,  MS Word,  Excel,  Access,  Electronic Circuit Design,  Construction,  Repair,  C And C++ Programming,  Siemens S5 Plc Programming"
Matriculation Exemption,"Computer Maintanance,  Computer Repairs,  Office Products (Word,  Excel,  Access),  Programming (Windows Vb / Vb.Net),  Mysql Databases,  Linux Servers (Web / Mail / Dns),  Network / Internet Hardware"
Marketing Management Bachelor of Commerce,"Brand Management,  Event Conceptualisation,  Marketing,  Events and Campaigns Marketing,  Entertainment Event Management,  Brand Activations,  Brand Development,  10 Years Marketing /  Events and Campaigns"
Dipl. Project Management,"Transact Sql,  Powerbuilder,  Client Server Design Methodolgy,  Crystal Reports,  Project Management,  Powerdesigner,  JSP,  Java,  Cobol"
Electronics&Communications Engineering,Network Security
Bachelor of Science  Computer Science and Informatics Honours,"SQL,  HTML/5,  C#,  CSS,  ASP.NET,  R,  SAS,  XML,  Visual Studio"
Masters in health economics,"Analytical,  microsoft office,  spss,  modeller,  netezza,  sql,  Communication,  Problem solving,  Microsoft office"
Oracle 9i : Dba,"Oracle,  Dev. 2000,  Visual Basic,  Microsoft Office"
Mcad C#,"SQL,  ASP,  Visual Basic,  Com, Com+, Dcom,  IIS,  Interdev,  VBachelor of Science ript"
Bachelor Of Science In Computer Science,"Network Security,  Server Administration,  Programming"
Certificate In Project Management,"Software Testing,  Functional Requirements,  Translation Of Business Analysis To Frds,  System Requirements,  Business Process Analysis,  System Design,  Software Requirements,  Software Design,  u""Translation Of FrdS To SrS""]"
Labour Relations Management Course,"Communication Skills (Written & Verbal),  Ssrs,  MS SQL,  Software Deployment,  Data Modelling,  HTML,  Sdlc / Change Control,  Visual Studio,  Ssas"
Business Analysis,"Ubuntu Linux,  Java,  HTML,  XML,  Subversion,  MS Office Suite,  Eclipse Ide,  PHP,  Apache"
Bachelor of Science Computer Science,"HTML,  windows 8,  WindowsXp,  windows 10,  Microsoft Office Suit,  php,  Windows 7,  Windows Server 2008,  Active Directory Configuration"
E-Marketing Award (Cim),"Internet Marketing,  HTML,  Web Design & Development,  Computer Literacy,  Web Usability,  Direct (Database) Marketing &#8211; E-Mail Marketing,  Web Analytics,  E-Commerce,  Brand Marketing"
Banking Compliance Studies,"Sme,  Social & Economic Development,  MS Word Basic and Intermediate,  MS Excel Basic and Intermediate,  Microsoft Powerpoint,  MS Project"
n4,"Java,  Agile,  JavaScript,  Html5,  Android,  Cordova"
Mcpd: Web Developer 4,"Sql 2005,  C#,  Asp.Net,  Silverlight"
Post Graduate Diploma In Tax Strategie,"Internet Explorer,  Microsoft Excel,  Microsoft Outlook,  Microsoft Word,  Pastel,  Microsoft Powerpoint"
Bachelor of Technology Information Technology,"Java,  Oracle Pl/Sql,  Javascript,  Oracle Sql Plus,  Oracle Application Express(Htmldb),  Oracle Report,  Visual Basic 6,  Visual Basic 6,  Oracle 10g Database Administration"
Bachelor degree in Science,"php,  html5,  CSS animations,  jquery,  bootstrap,  C#,  JavaScript,  HTML,  SQL"
Chattered Management Accounting Qualification,"Excel To MacroS Level"",  Access Databases,  JDE,  Cognos,  Business Objects,  Hyperion (Essbase)"
Computer Systems Engineering,"Farming,  Project Mgr,  Teacher"
Bachelor of Science  honors in computing,"java,  C++,  android,  CSS,  MS SQL,  C#,  HTML,  SQL,  php"
Web and Application Development,"MS PowerPoint,  Adobe Photoshop,  MS Excel,  MS Outlook,  MS SQL,  MS Word,  CSS,  SQL,  C#"
Completion Of Modules In Software Development,"Microsoft Windows,  Microsoft Office,  The Java Language,  The C#.Net Language,  Uml/ Object Orientation Analysis And Design,  Microsoft Sql Server,  Visual Studio (Microsoft.Net Development Tool)"
B.S,"C++,  Core Java,  MS SQL,  J2EE,  Windows 98-Xp,  Dos,  Networks"
Information Technology,".net framework,  Oop,  Web Services,  mysql,  C#,  Coding following C# best practices.,  Wcf"
Matric,"HTML,  CSS,  Javascript,  JQuery,  C# Development,  Microsoft Sql Server,  Webservices,  Xml/Xsl/Soap,  Asp.Net Development"
Bachelor of Engineering (Computer Engineering) Honours,"Visual Basic Programming,  \u2022\tKnowledge Of Software Development Lifecycle,  Sof,  \u2022\tDatabase Design And Management. Proficient In Sq,  Web Development (Asp,  C,  C++,  Html),  \u2022\tApplication Architecture Design"
KNX Tutor,"Industrial Data Communications,  .NET Micro,  .NET,  PROFIBUS,  Embedded Platform Development,  OPC DA,  StarNET HDLC,  Industrial Automation,  SQL"
National Diploma Cost & Management Accounting,"Microsoft Office,  Account Ability,  Accpac"
Certified Web Developer,"CCNA4,  JAVA,  CCNA3,  SAS PROGRAMING,  CCNA 2,  CCNA 1,  Microsoft office,  Automation Testing,  Microsft Azure"
Master In Business Administration (Mba),"Hubs,  LAN,  WAN,  Ethernet,  MS SQL Server,  Netbeui,  Tcp/Ip,  Dcom,  Visual Basic"
Business Administration,"Distribution,  Business Intelligence,  Sales And Marketing,  B2b,  B2c,  B2g,  Business Development,  Research"
MBA,"Business Intelligence,  Big Data Analytics,  Lean Thinking,  Business Strategy,  MBA,  Public Speaking,  Software Development,  TIBCO,  Data Analytics"
Microsoft Certified Programmer(Mcp),"Sql 2005,  C#,  Visual Basic Programming,  Perl,  XSL,  Javascript,  .Net,  C++"
Meng (Telecoms),"Ict Systems,  Highly Analytic,  Skilled Writer,  Reporter,  Presenter & Communicator,  Computer Programming,  Networks & System Admin,  Telecommunication Networks & Systems Design,  Radio Frequency Systems"
Microsoft Certified Systems Engineering,"Microsoft Office,  Microsoft Windows Server 2003,  Microsoft Windows 2000,  HTML,  1MS Access,  Vnc Viewer,  Adobe Designer,  Symatec Pc Anywhere,  Remedy Action Request System"
Certificate In Business And Systems Analysis,"Microsoft Access,  SQL,  Oracle System Administration,  Jd Edwards Report Writing,  Jd Edwards Technical,  Visual Sourcesafe,  Data Modelling,  Visual Basic,  Crystal Reports"
Software Engineer,"Dreamweaver Cs5,  Html,  Asp 3.0,  Javascript,  Visual Basic 6.0,   Topstyle,  Php,   Mysql & Api,  Bootstrap"
Bachelor of Science  Information Systems,"Web Application Development,  Java Development,  Application Architecture,  Management,  Cloud Development,  Leadership,  Architecture,  Financial Management,  Business Process Management"
National Diploma,"Computer,  Office,  Telephone"
information Systems,"c,  c++,  php,  linux,  mac,  angular,  OpenGL,  unity,  docker"
Masters in Technical Project and Business Management,"Javascript,  C++,  Asp.Net,  Sql,  C#,  Html,  Php,  Asp .NET,  Mvc"
Oracle Business Intelligence (Modules),"Hardware(Hp, Ibm, Siemens, Applemac, Win/Intel Pc\u2019S),  Operating Systems(95, 98, Me, 2000"
Bachelor Of Finance,"Research Skills,  Microsoft Office,  Call Centre,  Html Programming"
Bachelor of Science  Computer Science and IT,"system analysis.,  Perl,  UNIX Script,  prolong,  assembly language,  html,  CSS,  C++,  system analysis CSS"
Prince 2 Foundation And Practitioner (Certified) - Project Management,"Microsoft Sql 7.0/2000/2005/2008/2008r2,  C#,  HTML,  C# (.NET Visual Studio 2003 Enterprise Architect),  Asp.Net,  Asp.Net 2 (Visual Studio 2005 Prof/Team Suite),  Visual Studio 2008/2010 Tfs/Pro C# .Net 3.5,  Microsoft Office,  VBachelor of Science ipt/Javascript"
Bachelor in Technology: Computer systems engineering,"servers and networks,  C++,  C#,  SQL,  PHP,  HTML,  MYSQL,  C,  javascript"
Certification In Cio Practice,"Project/Product Development Life-Cycle Management,  Channel/Product Portfolio Management,  Product/Channel Development (Web,  Atm),  Business Analysis,  Self Service Product Development Specialist,  Competitor Analysis & Strategy Formulation,  Database Design,  Java Development"
Matric,"Customer Service Representative,  Site Admin Controller,  New Business Developer,  Excel,  Microsoft Office,  Powepoint,  Word,  understanding sales and marketing,  None"
Senior Certificate,"Web Based Research,  Html,  CSS,  Xhtml,  Xml, Xsl, Xslt"
J2ee Introduction And Overview,"Rpg/Rpgile Programmer,  DB2,  Free Form Rpg,  Database Design,  SQL,  Java Programming,  Flex Front End Developement"
Electrician,"php,  hybris,  java,  spring,  javascript,  ajax,  linux,  soap,  clojure"
Marketing Management (Imm),"Designer,  Sales Rep,  Conducting Promotions"
Course,Customer Relations
Executive Project Management,"Fireworks,  PHP,  Html,  Design,  Dreamweaver,  Adobe Photoshop,  Freehand,  Mysql,  Database Administration"
Bachelor Of Commerce - Honours,"Computer Technician,  Networking (Cabling,  Configuration,  Installation),  Web Application Development,  Database Design/Development,  Software Development,  Communications,  Disaster Recovery"
Diploma entry level COBOL  programming,"jcl,  db2,  COBOL,  SAP ABAP,  cics"
Communication Design,"Campaign Analysis And Reporting,  Website Usability & Analytics,  Campaign & Promotion Development,  Email Marketing,  Online & Mobile Marketing Strategies,  Account Management,  Project Management,  Media Strategy,  Planning And Buying"
Bachelor of Science : IT Industrial and Mining,"Operational Management,  Strategic Planning,  Management,  Business Relationship Management,  IT Governance,  Project Management,  Service Management,  Risk Management"
Bachelor of Science,"Oracle Java Development,  Oracle Forms ( 3 , 4.5,  6i,  9i ),  Oracle Applications,  Oracle Database ( 7,  8i,  9i"
Mcad .NET,"Sql Server,  Crystal Reports,  Visual Studio,  C#"
Sql,"Pl/Sql,  Cobol"
BTEC Higher National Diploma Information Technology,Trainee developer
Certificate In Project Management,"Organizational Skills,  Desktop Support,  Fault Finding Ability,  Lan Technologies Network Connecttivity/Switches,  Wan Technologies Internet/Intranet/Private Network,  Tcp/Ip Routing,  Operations Managment,  Server Support Linux,  Project Management"
Certificate - Full Stack Web Development Specialization,"SASS,  CSS,  Wordpress Development,  JQuery,  umbraco,  Gulp,  Node,  web design,  PHP"
MBA,"Strategic Planning And Business Results,  MS WORD; EXCEL; CHEM CAD MS PROJECT,  Analytical And Critical Thinking Skills,  Strong Background In Sales&Marketing"
MBA,"Linux,  Python,  Reportlab,  Sphinx Full Text Search,  Pylons,  Javascript,  HTML,  Turbogears,  Apache"
Applied Project Management In An It Environment,"SQL,  HTML,  Visual Basic,  Beckhoff Plc,  ASP,  MS Office XP,  VBA,  Delphi,  Firebird Db"
B.Com Honours Degree Information Systems,"Information Systems,  Documentation,  Research,  Problem Solving,  SAP,  Administration,  Presentation Skills,  Oracle,  Event Management"
Instructional Design And Development,"Delivery,  Customer Relations,  Training,  Training Materials,  Administration,  Customer Support,  Microsoft Windows,  Counseling,  STT"
National Diploma,"Microsoft Office,  HTML,  Programming(C++),  Jsf 2.0,  Javascript,  A+ And N+,  JPA,  JEE,  Project Manager"
Bachelor of Science  in Mathematical and Computal Sciences,"Self-management,  Teamwork,  Problem solving,  Developing ASPNET MVC 4 web application,  Programming in C#,  Developing Microsoft Azure and web Services"
Import Export management certificate,"Microsoft Office,  Reporting programs,  Import/Export,  import export,  purchasing,  data analysis,  Sourcing,  Marketing"
Assessor,"Project Management.,  Elearning Design and Development,  Photoshop,  Lectora,  Microsoft Office,  Cornerstone,  Adobe Suite.,  Articulate Storyline,  HTML"
Post Graduate Diploma Risk Management,"Word,  Excel,  SAS,  Communication,  CURA"
Advanced Diploma In Information Processing,"Programming Languages:Visualbasic, Cobol, Sql, Pascal,  Inventory Management,  Iso 9000,  Management,  Windows2000server, Exchangeserver2000"
Bachelor of Science  It Management,"Xhtml,  CSS & Javascript,  PHP,  Sql Server 2008,  Mysql,  Sap Business Objects Reporting,  ETL,  Oracle Sql,  Sap Data Services"
Microsoft Certified Professional Developer (Mcpd),"Time Management,  Negotiation And Communication,  System Analyst,  Programming,  Project Management"
National Diploma In Information Technology,"Programming,  Business Analyst And Project Manager,  System Analyst,  Developer Websites"
Bachelor of Commerce Information Technology,"Microsoft Office Suit (Word,  Powerpoint,  Access),  Crystal Reports,  Microsoft Sql Server,  Microsoft Visual Basic,  C++,  C#,  Visual Basic.Net"
National Diploma Engineering Computer Systems,"C#,  HTML5,  CSS3,  javascript,  mvc,  WPF,  WCF,  asp  .NET,  C++"
Bachelor in Technology,"C#,  Sql Server 2008,  Asp .NET,  C#,  Asp.Net,  Sql Server 2008,  WCF,  Ssis,  Ssrs"
Unix Advance Course,"Internet,  Office,  Informatica,  Oracle,  Unix"
Business Objects Designer / Supervisor,"Microsoft Windows 95, 98,  Nt, 2000,  Xp, 2003,  Microsoft Office,  Visual Basic,  Mysql"
Matric,"Windows Os,  Xml / Xsl / Xslt,  Html / Xhtml / Wml,  MS SQL,  .Net Framework,  Vb.Net,  C#,  Linux,  Asp 1- 3"
Undergraduate,"Capable Of Working With Tools,  I Am Computer Literate"
Software Engineering,"WCF,  T-SQL,  JAVASCRIPT,  SQLSERVER2008,  CSS,  ASP.NET MVC,  WPF,  SOFTWARE ENGINEERING,  CRYSTALREPORT"
National Diploma : Information Technology,"Salesforce,  Salesforce.Com Development,  Siebel Integration,  Salesforce.Com Apex Coding,  Integration Production Support,  Vb.Net,  Joomla Website,  Wordpress Website,  Outlook Programming"
B.Com,Magic Programming
Fundamentals Of Project Management,"Business Process,  Pc Support,  Consulting,  Customer Relations,  Microsoft Powerpoint,  Training,  Project Management,  Natural,  Adabas"
Bachelor of Science Honours (Software Engineering),"Delphi Development,  Project Management,  C++,  Java,  UML"
Oracle Certified Associate (Java SE 7 Programmer),"Middleware & Integration Software,  Business Intelligence,  Computer Skills & Programming,  Soft Skills & Emotional Intelligence,  Multi-tasking,  Quick learner,  Teamwork,  Flexible,  Ability to balance workloads effeciently"
Project Management Professional,"Project Management,  Internet Development"
Honors Diploma In Information And Technolgy,"Sql 2000, 2005,  Vb.Net,  C#,  Dotnet Nuke,  Ajax"
Knowledge Management,"HTML,  JSF,  Jquery,  Java Script,  Java Caps,  Sdlc,  Business Process Modelling Notation,  Visual Paradigm,  UML"
National Certificate,"Vb.Net,  Sql Server,  Asp.Net,  HTML,  Delphi"
Bachelor Of Science,"Analytical,  Statistics And Mathematics,  Micrsoft Word,  Excel,  Outlook,  Microsoft Access,  Prophet And Dcs,  Visual Basic"
National Diploma In Information Technology,"C#,  SharePoint 2007,  Developing with the future in mind,  Developing specifications,  SharePoint 2013,  Html5,  SharePoint 2010,  jQuery,  Service Stack"
Bachelor of Science  Hons In Computer Science,"Jquery,  Prototype,  Ext,  Mysql,  Html And CSS,  Programming In Php,  Programminng In Asp,  Vb.Net And C#"
Bachelor of Commerce Informatics,"SQL Developer,  BI Developer,  SSIS,  SQL 2005/2008/2012,  SSRS,  MicroStrategy,  Ssis 2005 & 2008,  Microstrategy,  Qlikview"
Information Systems Software Development Diploma,"C#,  Microsoft Office 2003,  Sharpdevelop,  Software Development,  Web Development,  Visual Studio 2005,  Visual Studio 2008,  Databasing With Microsoft Access & Sql Server 2000,  Sql Server 2008"
Google Developer Challenge Scholarship: Front-End Web Dev,"CSS3,  NodeJS,  JavaScript,  ExpressJS,  HTML,  Deployment,  Templating using Handlebars,  JavaScript in the Browser,  jquery"
T-SQL querying `,"Application support,  Microsoft OS,  Microsoft Office,  Java development,  sql,  VB,  C#,  HTML 5,  java Script"
SAP FI 4.6C Certification,"SAP,  Business Analysis,  Records Management,  Functional Analysis,  Case Management,  Testing,  Microsoft Office,  System Controls,  Training"
It Project Management,"Problem Solving And Analytical,  Software Support And Installation,  Hardware Support And Installation,  Active Directory Administration,  Leadership Skills,  Project Management,  It Operations Management,  Network Support And Administration,  Server System Administration"
